,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0021532,GO:0021532,neural tube patterning,12/1349,44/28928,0.272727273,5.848372532,7.118066932,5.30036232580943e-07,7.31954797373683e-06,5.70054632346609e-06,Tmem107/Smo/Wdr19/Gli2/Rpgrip1l/Tctn1/Tbc1d32/Ift140/Dzip1l/Traf3ip1/Ift122/Arl13b,12
GO:0035196,GO:0035196,miRNA processing,12/1349,44/28928,0.272727273,5.848372532,7.118066932,5.30036232580943e-07,7.31954797373683e-06,5.70054632346609e-06,Drosha/Ncbp2/Ncbp1/Nup155/Spout1/Prkra/Ddx5/Zc3h10/Snip1/Dicer1/Dgcr8/Ago2,12
GO:0019693,GO:0019693,ribose phosphate metabolic process,42/1349,392/28928,0.107142857,2.297574923,5.720675907,5.34184488208588e-07,7.35494369521616e-06,5.72811290963636e-06,Ran/Ogt/Guk1/Ndufs2/Gmps/Ndufa1/Ppp2ca/Paics/Atp6v1b2/Pkm/Slc25a12/Ndufa13/Ndufa2/Dnm1l/Ndufb6/Ndufc2/Efl1/Ndufb8/Ndufs7/Ndufb7/Papss1/Rfk/Mtor/Cmpk1/Rptor/Ndufa6/Ndufv2/Opa1/Arl2/Ndufa8/Tpi1/Ndufb9/Cox11/Foxk2/Adsl/Ppat/Ndufa3/Gapdh/Ogdh/Ndufa11/Ak2/Ndufb10,42
GO:0031503,GO:0031503,protein-containing complex localization,33/1349,272/28928,0.121323529,2.601665722,5.869714313,5.54290191211782e-07,7.60919079059961e-06,5.9261234083776e-06,Ran/Ogt/Xpo1/Ift46/Snap23/Ttc21b/Fuz/Wdr19/Lsg1/Dync2h1/Ift88/Sdad1/Ift172/Ift140/Ift20/Wdpcp/Birc5/Nup88/Arl3/Ap2s1/Kif3b/Wdr35/Ift27/Ift57/Rps15/Traf3ip1/Ift52/Bbs1/Mdn1/Ift122/Ift74/Sacm1l/Nmd3,33
GO:0006164,GO:0006164,purine nucleotide biosynthetic process,27/1349,198/28928,0.136363636,2.924186266,6.008697047,5.93562303778608e-07,8.1003796750963e-06,6.30866683861288e-06,Guk1/Ndufs2/Gmps/Ndufa1/Paics/Slc25a12/Ndufa13/Nampt/Ndufa2/Ndufb6/Ndufc2/Ndufb8/Ndufs7/Ndufb7/Papss1/Ndufa6/Ndufv2/Ndufa8/Ndufb9/Cox11/Adsl/Ppat/Ndufa3/Afmid/Ndufa11/Ak2/Ndufb10,27
GO:1902806,GO:1902806,regulation of cell cycle G1/S phase transition,27/1349,198/28928,0.136363636,2.924186266,6.008697047,5.93562303778608e-07,8.1003796750963e-06,6.30866683861288e-06,Rrm1/Rrm2/Ppp2ca/Paf1/Ino80/Rpa2/Actl6a/Men1/Cdc73/Stil/Mepce/Plrg1/Id2/Dbf4/Gli1/Rpl17/Smarca4/Smarce1/Cdk7/Rptor/Ccnh/Ccnd1/Lsm11/Lsm10/Mnat1/Sass6/Smarcb1,27
GO:0033119,GO:0033119,negative regulation of RNA splicing,10/1349,30/28928,0.333333333,7.148010872,7.451261001,6.00599538873011e-07,8.17238082220167e-06,6.36474214215479e-06,Sap18/Srsf7/Hnrnpk/Rps13/U2af2/Ptbp1/Srsf10/C1qbp/Dyrk1a/Rnps1,10
GO:0000027,GO:0000027,ribosomal large subunit assembly,8/1349,18/28928,0.444444444,9.530681163,8.006898668,6.30422437825775e-07,8.50337241718488e-06,6.62252212073405e-06,Rpf2/Rpl5/Nop53/Bop1/Mrto4/Brix1/Dhx30/Mdn1,8
GO:0006488,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,8/1349,18/28928,0.444444444,9.530681163,8.006898668,6.30422437825775e-07,8.50337241718488e-06,6.62252212073405e-06,Dhdds/Alg11/Alg13/Nus1/Alg2/Rft1/Alg1/Alg14,8
GO:1902570,GO:1902570,protein localization to nucleolus,8/1349,18/28928,0.444444444,9.530681163,8.006898668,6.30422437825775e-07,8.50337241718488e-06,6.62252212073405e-06,Ran/Glul/Rpf2/Nop53/Polr1a/Nol8/Rrp7a/Nmd3,8
GO:0006122,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",7/1349,13/28928,0.538461538,11.54678679,8.411988296,6.32538943206347e-07,8.50719042457232e-06,6.62549562784863e-06,Uqcrc1/Uqcr10/Cycs/Uqcrfs1/Cyc1/Uqcrc2/Uqcrq,7
GO:0045132,GO:0045132,meiotic chromosome segregation,19/1349,109/28928,0.174311927,3.73795064,6.333850743,6.54471247510093e-07,8.77672424406599e-06,6.83541159933724e-06,Plk1/Ppp2r1a/Aurka/Smc4/Ncaph2/Ndc80/Top2a/Dcaf13/Smc2/Espl1/Sgo1/Knl1/Ddb1/Ska2/Ttk/Fbxo5/BC005624/Actr2/Ska3,19
GO:0050685,GO:0050685,positive regulation of mRNA processing,12/1349,45/28928,0.266666667,5.718408698,7.005660347,6.92182885478948e-07,9.25570198450236e-06,7.20844485317528e-06,Eif4a3/Ccnb1/Upf1/Snw1/Ncbp1/Prmt5/Cdc73/Snrnp70/Clns1a/Wdr77/Dhx36/Exosc10,12
GO:0031507,GO:0031507,heterochromatin formation,25/1349,176/28928,0.142045455,3.04602736,6.02146486,7.10468309159563e-07,9.47291078879417e-06,7.37760951404954e-06,H2ac10/Hnrnpk/Sin3a/Smarca5/Kmt2b/H2ac11/Hnrnpu/Dnmt1/Hdac3/Kat8/Smarca4/H2ac13/Ctcf/Dicer1/Brca1/Nrde2/H2ac20/Kmt2a/Tpr/H2aj/Ythdc1/Dyrk1a/Trim28/Dot1l/Resf1,25
GO:0030705,GO:0030705,cytoskeleton-dependent intracellular transport,28/1349,212/28928,0.132075472,2.832230723,5.921810893,7.14872463025193e-07,9.50432157145243e-06,7.40207258502636e-06,Dync1h1/Ift46/Dync1i2/Ttc21b/Fuz/Wdr19/Sfpq/Dync2h1/Hnrnpu/Ift88/Actr10/Ift172/Ift140/Ift20/Wdpcp/Arl3/Kif3b/Wdr35/Ift27/Ift57/Traf3ip1/Ift52/Bbs1/Stk11/Ift122/Ift74/Sod1/Fbxw11,28
GO:0032465,GO:0032465,regulation of cytokinesis,17/1349,90/28928,0.188888889,4.050539494,6.410379682,7.80665288243634e-07,1.03493912498585e-05,8.06022235951998e-06,Plk1/Aurka/Cdca8/Prpf40a/Bbs4/Incenp/Cul3/Birc5/Ect2/Kif3b/Exoc7/Kif20a/Chmp3/Prc1/Pik3r4/Ahctf1/Kif23,17
GO:0006779,GO:0006779,porphyrin-containing compound biosynthetic process,10/1349,31/28928,0.322580645,6.917429876,7.290477991,8.49545536602551e-07,1.119855480067e-05,8.72156048790837e-06,Urod/Fech/Fxn/Cox15/Hmbs/Iba57/Srrd/Alad/Alas1/Cox10,10
GO:0033014,GO:0033014,tetrapyrrole biosynthetic process,10/1349,31/28928,0.322580645,6.917429876,7.290477991,8.49545536602551e-07,1.119855480067e-05,8.72156048790837e-06,Urod/Fech/Fxn/Cox15/Hmbs/Iba57/Srrd/Alad/Alas1/Cox10,10
GO:0006998,GO:0006998,nuclear envelope organization,13/1349,54/28928,0.240740741,5.162452297,6.771129009,8.63392114036345e-07,1.13488368530556e-05,8.83860184132033e-06,Cdk1/Nup93/Plk1/Chmp6/Nup155/Chmp4b/Tardbp/Cdan1/Banf1/Ankle2/Chmp3/Chmp7/Atr,13
GO:0006163,GO:0006163,purine nucleotide metabolic process,46/1349,456/28928,0.100877193,2.163213817,5.537342684,8.71429982136212e-07,1.14221330991865e-05,8.8956857825561e-06,Ran/Ogt/Guk1/Pgd/Ndufs2/Gmps/Ndufa1/Ppp2ca/Paics/Atp6v1b2/Pkm/Slc25a12/Ndufa13/Rpe/Nampt/Ndufa2/Tkt/Dnm1l/Ndufb6/Ndufc2/Efl1/Ndufb8/Ndufs7/Ndufb7/Dlst/Papss1/Mtor/Rptor/Ndufa6/Ndufv2/Opa1/Arl2/Ndufa8/Tpi1/Ndufb9/Cox11/Foxk2/Adsl/Ppat/Ndufa3/Afmid/Gapdh/Ogdh/Ndufa11/Ak2/Ndufb10,46
GO:0072522,GO:0072522,purine-containing compound biosynthetic process,31/1349,252/28928,0.123015873,2.637956393,5.775794532,8.95772041574697e-07,1.17081190786101e-05,9.11841488132227e-06,Guk1/Ndufs2/Gmps/Ndufa1/Paics/Slc25a12/Ndufa13/Ppcs/Nampt/Ndufa2/Ppcdc/Ndufb6/Ndufc2/Ndufb8/Ndufs7/Ndufb7/Papss1/Acly/Ndufa6/Ndufv2/Pdha1/Ndufa8/Ndufb9/Cox11/Adsl/Ppat/Ndufa3/Afmid/Ndufa11/Ak2/Ndufb10,31
GO:0009301,GO:0009301,snRNA transcription,8/1349,19/28928,0.421052632,9.029066365,7.742723113,1.04426465405676e-06,1.3495912108705e-05,1.05107682098875e-05,Snapc3/Polr3b/Snapc2/Snapc5/Mepce/Uspl1/Snapc4/Snapc1,8
GO:0048207,GO:0048207,"vesicle targeting, rough ER to cis-Golgi",8/1349,19/28928,0.421052632,9.029066365,7.742723113,1.04426465405676e-06,1.3495912108705e-05,1.05107682098875e-05,Trappc1/Trappc4/Trappc11/Cul3/Trappc5/Sec16a/Preb/Trappc3,8
GO:0048208,GO:0048208,COPII vesicle coating,8/1349,19/28928,0.421052632,9.029066365,7.742723113,1.04426465405676e-06,1.3495912108705e-05,1.05107682098875e-05,Trappc1/Trappc4/Trappc11/Cul3/Trappc5/Sec16a/Preb/Trappc3,8
GO:0048025,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",9/1349,25/28928,0.36,7.719851742,7.434070059,1.0529138326188e-06,1.3495912108705e-05,1.05107682098875e-05,Sap18/Srsf7/Hnrnpk/U2af2/Ptbp1/Srsf10/C1qbp/Dyrk1a/Rnps1,9
GO:0050686,GO:0050686,negative regulation of mRNA processing,9/1349,25/28928,0.36,7.719851742,7.434070059,1.0529138326188e-06,1.3495912108705e-05,1.05107682098875e-05,Sap18/Srsf7/Hnrnpk/U2af2/Ptbp1/Srsf10/C1qbp/Dyrk1a/Rnps1,9
GO:0051457,GO:0051457,maintenance of protein location in nucleus,9/1349,25/28928,0.36,7.719851742,7.434070059,1.0529138326188e-06,1.3495912108705e-05,1.05107682098875e-05,Rangap1/Skp1/Hnrnpu/Bbs4/Hdac3/Txn1/Arl2/Taf8/Taf3,9
GO:1904666,GO:1904666,regulation of ubiquitin protein ligase activity,9/1349,25/28928,0.36,7.719851742,7.434070059,1.0529138326188e-06,1.3495912108705e-05,1.05107682098875e-05,Plk1/Rps7/Skp1/Mastl/Dnm1l/Rpl5/Mad2l1/Fbxo5/Cdc20,9
GO:0006754,GO:0006754,ATP biosynthetic process,18/1349,102/28928,0.176470588,3.78424105,6.229929646,1.06229022676783e-06,1.35412820115459e-05,1.05461028007344e-05,Ndufs2/Ndufa1/Slc25a12/Ndufa13/Ndufa2/Ndufb6/Ndufc2/Ndufb8/Ndufs7/Ndufb7/Ndufa6/Ndufv2/Ndufa8/Ndufb9/Cox11/Ndufa3/Ndufa11/Ndufb10,18
GO:1903312,GO:1903312,negative regulation of mRNA metabolic process,18/1349,102/28928,0.176470588,3.78424105,6.229929646,1.06229022676783e-06,1.35412820115459e-05,1.05461028007344e-05,Srsf1/Sap18/Srsf7/Mettl16/Hnrnpk/Hnrnpu/Pabpc1/Tardbp/Mtor/Dicer1/Mettl14/U2af2/Nrde2/Ptbp1/Srsf10/C1qbp/Dyrk1a/Rnps1,18
GO:0071806,GO:0071806,protein transmembrane transport,15/1349,73/28928,0.205479452,4.406308072,6.444707773,1.12760496818381e-06,1.43344850749942e-05,1.11638582718818e-05,Hspa5/Grpel1/Timm44/Dnajc19/Srp54a/Usp9x/Ift20/Exoc7/Romo1/Timm23/Hspd1/C2cd5/Timm50/Sec61a1/Sec63,15
GO:0071168,GO:0071168,protein localization to chromatin,12/1349,47/28928,0.255319149,5.475072157,6.79064885,1.15339934812731e-06,1.46223305336358e-05,1.13880355539863e-05,Plk1/Ruvbl2/Cenpa/Cdk9/Rad21/Esco2/Mms22l/Nipbl/Vrk1/Chmp7/Brd2/Zmynd8,12
GO:2000781,GO:2000781,positive regulation of double-strand break repair,17/1349,93/28928,0.182795699,3.91987693,6.237556009,1.26269401200501e-06,1.59643057648589e-05,1.24331809643287e-05,Ruvbl2/Yeats4/Actl6a/Meaf6/Ruvbl1/Skp2/Trrap/Timeless/Prmt1/Ube2n/Smarca4/Smarce1/Dmap1/Kat5/Pnkp/Actr2/Smarcb1,17
GO:1990542,GO:1990542,mitochondrial transmembrane transport,18/1349,104/28928,0.173076923,3.711467184,6.126498238,1.4251605114385e-06,1.79694151442246e-05,1.39947827110079e-05,Hspa9/Grpel1/Pnpt1/Timm44/Slc25a12/Fxn/Dnajc19/Letm1/Got2/Slc25a38/Opa1/Romo1/Timm23/Mrpl18/Hspd1/Timm50/Slc25a1/Slc25a26,18
GO:0045740,GO:0045740,positive regulation of DNA replication,12/1349,48/28928,0.25,5.361008154,6.687708548,1.47282755868474e-06,1.85201080550059e-05,1.4423668546469e-05,Cdk1/Pcna/Dna2/Ino80/Smarca5/Gli2/Dbf4/Gli1/Cdt1/Cdc7/Rac1/Ctc1,12
GO:0045814,GO:0045814,"negative regulation of gene expression, epigenetic",28/1349,220/28928,0.127272727,2.729240515,5.694212745,1.51325733568804e-06,1.89770649664662e-05,1.47795517309162e-05,H2ac10/Hnrnpk/Sin3a/Prmt5/Smarca5/Kmt2b/H2ac11/Hnrnpu/Dnmt1/Chek1/Hdac3/Kat8/Smarca4/H2ac13/Ctcf/Dicer1/Brca1/Nrde2/H2ac20/Kmt2a/Tpr/H2aj/Ythdc1/Usp7/Dyrk1a/Trim28/Dot1l/Resf1,28
GO:0042790,GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,9/1349,26/28928,0.346153846,7.422934367,7.246438739,1.54364619984408e-06,1.93059794266213e-05,1.50357140135188e-05,Mars1/Ubtf/Polr1d/Ercc3/Nop53/Smarca4/Mtor/Dedd/Smarcb1,9
GO:0070198,GO:0070198,"protein localization to chromosome, telomeric region",10/1349,33/28928,0.303030303,6.498191702,6.989303731,1.62794828857806e-06,2.03055915564575e-05,1.58142231881394e-05,Cct4/Cct8/Cct3/Tcp1/Cct5/Dkc1/Tinf2/Gnl3/Gnl3l/Atr,10
GO:0002097,GO:0002097,tRNA wobble base modification,8/1349,20/28928,0.4,8.577613047,7.49733323,1.66911978026906e-06,2.07077962044076e-05,1.61274646936777e-05,Trmu/Dph3/Kti12/Mocs3/Elp3/Elp5/Ctu2/Elp1,8
GO:0008334,GO:0008334,histone mRNA metabolic process,8/1349,20/28928,0.4,8.577613047,7.49733323,1.66911978026906e-06,2.07077962044076e-05,1.61274646936777e-05,Ncbp2/Upf1/Cpsf2/Ncbp1/Mtpap/Lsm11/Lsm10/Exosc10,8
GO:1902423,GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,6/1349,10/28928,0.6,12.86641957,8.300494927,1.81678888064375e-06,2.24199478887952e-05,1.74609076910694e-05,Cdk1/Cdca8/Hnrnpu/Incenp/Birc5/Kat5,6
GO:1904851,GO:1904851,positive regulation of establishment of protein localization to telomere,6/1349,10/28928,0.6,12.86641957,8.300494927,1.81678888064375e-06,2.24199478887952e-05,1.74609076910694e-05,Cct4/Cct8/Cct3/Tcp1/Cct5/Dkc1,6
GO:0040001,GO:0040001,establishment of mitotic spindle localization,11/1349,41/28928,0.268292683,5.753277044,6.73600267,1.88850192548003e-06,2.32431006212927e-05,1.81019883014741e-05,Plk1/Spdl1/Ndc80/Bccip/Cenpa/Hdac3/Kpnb1/Mad2l1/Kat5/Numa1/Fbxw11,11
GO:0032386,GO:0032386,regulation of intracellular transport,34/1349,301/28928,0.112956811,2.422249531,5.485794609,1.94713725909005e-06,2.39013674131689e-05,1.8614653885982e-05,Cdk1/Zpr1/Ran/Rangap1/Ncbp2/Ptpn11/Xpo1/Dync1h1/Smo/Nus1/Ttc21b/Supt6/Tardbp/Hdac3/Txn1/Nup54/Use1/Ptpn23/Ect2/Dmap1/Eif3e/Rbm22/Nup214/Brca1/Numa1/Spag5/Nrde2/Scfd1/Stk11/Prpf4b/Chmp3/Tpr/Usp7/Trim28,34
GO:0006839,GO:0006839,mitochondrial transport,25/1349,186/28928,0.134408602,2.882262448,5.695693003,2.00222990504492e-06,2.45127882833995e-05,1.90908353395895e-05,Hspa9/Grpel1/Timm29/Pnpt1/Timm44/Slc25a12/Ndufa13/Fxn/Dnajc19/Letm1/Got2/Slc25a38/Timm10/Opa1/Gclc/Romo1/Timm23/Mrpl18/Dynlt1a/Hspd1/Slc25a10/Timm50/Slc25a1/Slc25a26/Tomm22,25
GO:0006359,GO:0006359,regulation of transcription by RNA polymerase III,9/1349,27/28928,0.333333333,7.148010872,7.068519967,2.21961768805719e-06,2.70315644949747e-05,2.10524865951108e-05,Brf2/Brf1/Smarca5/Sf3b1/Mybbp1a/Mtor/Rptor/Dhx36/Chd8,9
GO:0045324,GO:0045324,late endosome to vacuole transport,9/1349,27/28928,0.333333333,7.148010872,7.068519967,2.21961768805719e-06,2.70315644949747e-05,2.10524865951108e-05,Vps25/Chmp6/Chmp4b/Snf8/Vps36/Ptpn23/Chmp3/Chmp7/Pik3r4,9
GO:0051702,GO:0051702,biological process involved in interaction with symbiont,19/1349,118/28928,0.161016949,3.452852709,5.904855304,2.27036093275185e-06,2.75771589737398e-05,2.14774017143486e-05,Eef1a1/Ctdp1/Ddx56/Smc6/Snw1/Cdk9/Tardbp/Tmem41b/Brd4/Sap30bp/Smarca4/Ccnk/Sprr2a1/Ddb1/Romo1/Smc5/Hspd1/Gapdh/Smarcb1,19
GO:0042176,GO:0042176,regulation of protein catabolic process,39/1349,372/28928,0.10483871,2.24816471,5.358745081,2.29259195155444e-06,2.77744821284924e-05,2.16310792076031e-05,Sox9/Ogt/Plk1/Xpo1/Cop1/Ppp2ca/Psmd14/Chmp6/Aurka/Csnk1a1/Psmd2/Csnk2b/Ndufa13/Fbxl5/Psmd3/Rack1/Rbx1/Rnf40/Nsf/Snf8/Bbs7/Rgp1/Nop53/Alad/Usp9x/Usp5/Mad2l1/Dcaf1/Usp8/Gclc/Sco1/Ddb1/Gga3/Stx5a/Grin2c/Usp7/Caml/Cdc20/Dedd,39
GO:1900087,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,12/1349,50/28928,0.24,5.146567828,6.490208295,2.35405488888275e-06,2.84448299073333e-05,2.21531536006976e-05,Rrm1/Rrm2/Stil/Mepce/Plrg1/Dbf4/Rpl17/Rptor/Ccnd1/Lsm11/Lsm10/Sass6,12
GO:0016032,GO:0016032,viral process,38/1349,359/28928,0.105849582,2.269841893,5.354485792,2.44641502451561e-06,2.94840667889673e-05,2.29625229778868e-05,Eef1a1/Eif3g/Ctdp1/Ddx56/Smc6/Snw1/Chmp6/Top2a/Csnk2b/Eif3a/Cdk9/Chmp4b/Slc3a2/Tardbp/Ddx5/Eif3f/Tmem41b/Brd4/Smarca4/Eif3d/Eif3b/Ccnk/Banf1/Dicer1/Ddb1/Smc5/Dynlt1a/Tsg101/Chmp3/Chmp7/Ptbp1/Ppie/Hcfc1/Cd300ld/Trim28/Resf1/Smarcb1/Cd300lf,38
GO:0000018,GO:0000018,regulation of DNA recombination,21/1349,141/28928,0.14893617,3.193792092,5.775309116,2.49191775843608e-06,2.99546590651383e-05,2.33290255377994e-05,Plk1/Exosc3/Rad51/Ruvbl2/Yeats4/Ppp4c/Rpa2/Actl6a/Meaf6/Supt6/Ruvbl1/Skp2/Trrap/Timeless/Chek1/Prmt1/Dmap1/Paxip1/Kat5/C1qbp/Actr2,21
GO:0072698,GO:0072698,protein localization to microtubule cytoskeleton,13/1349,59/28928,0.220338983,4.724956339,6.334316179,2.53802537273827e-06,3.04300716524692e-05,2.36992822102828e-05,Aurka/Nudcd3/Stil/Hnrnpu/Bbs4/Pibf1/Cep83/Numa1/Spag5/Cep192/Ttbk2/Ttk/Dctn2,13
GO:0032984,GO:0032984,protein-containing complex disassembly,31/1349,265/28928,0.116981132,2.508547212,5.456189391,2.62321451766893e-06,3.13704004174841e-05,2.44316208333083e-05,Wdr1/Cltc/Napa/Upf1/Atp2a2/Chmp6/H2bc1/Supt16/Etf1/Nsf/Chmp4b/Capzb/Smarca4/Mtpn/Abce1/Smarce1/Vmp1/Kif18b/Pik3ca/Ttbk2/Tfip11/Eif5a/Chmp3/Tpx2/Chmp7/Gspt1/Pik3r4/Smn1/Scaf8/Ssrp1/Smarcb1,31
GO:0046824,GO:0046824,positive regulation of nucleocytoplasmic transport,15/1349,78/28928,0.192307692,4.123852426,6.109888953,2.72136861847275e-06,3.24605408475927e-05,2.52806344668298e-05,Cdk1/Zpr1/Ran/Ncbp2/Smo/Tardbp/Hdac3/Ect2/Dmap1/Rbm22/Brca1/Nrde2/Prpf4b/Tpr/Trim28,15
GO:0044774,GO:0044774,mitotic DNA integrity checkpoint signaling,16/1349,88/28928,0.181818182,3.898915021,6.023481876,2.77239736807432e-06,3.29844199688843e-05,2.56886374213202e-05,Cdk1/Plk1/Rad9a/Rpa2/Topbp1/Orc1/Nop53/Chek1/Hus1/Clspn/Ppp1r10/Brca1/Rad17/Mbtps1/Ccnd1/Zfp830,16
GO:0061008,GO:0061008,hepaticobiliary system development,25/1349,190/28928,0.131578947,2.821583239,5.571420874,2.95945118368126e-06,3.50944504795347e-05,2.73319529256449e-05,Sox9/Pcna/Dut/Smo/Slc7a5/Aurka/Pnpt1/Pkm/Hmbs/Sod2/Rpgrip1l/Ift88/Gfer/Gli1/Smarca4/Cul3/Rps15/Sco1/Aco2/Pik3ca/Nipbl/Ccnd1/Smarcb1/Taf10/Sec63,25
GO:0018279,GO:0018279,protein N-linked glycosylation via asparagine,10/1349,35/28928,0.285714286,6.126866462,6.712095457,2.96487598878828e-06,3.50944504795347e-05,2.73319529256449e-05,Dhdds/Alg11/Alg13/Nus1/Dad1/Alg2/Rft1/Alg1/Alg14/Rpn1,10
GO:0006414,GO:0006414,translational elongation,17/1349,99/28928,0.171717172,3.682308631,5.912620033,3.10311180810364e-06,3.6637248828501e-05,2.85335016398013e-05,Eif4a3/Eef1a1/Pelo/Eef2/Gfm1/Trnt1/Rack1/Rplp2/Efl1/Tsfm/Eef1g/Sepsecs/Abce1/Mrpl44/Ufsp2/Tufm/Eif5a,17
GO:1901796,GO:1901796,regulation of signal transduction by p53 class mediator,16/1349,89/28928,0.179775281,3.855106987,5.966171139,3.23501105833248e-06,3.80975921590424e-05,2.96708334578023e-05,Rps7/Rpl37/Hnrnpk/Pak1ip1/Rpf2/Triap1/Rpl5/Nop53/Bop1/Ddx5/Cops3/Rrn3/Rps15/Rps20/Dyrk1a/Atr,16
GO:0000479,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",7/1349,16/28928,0.4375,9.38176427,7.416940268,3.72602541232472e-06,4.34390902341375e-05,3.38308522626574e-05,Rps21/Tsr1/Bop1/Tbl3/Abt1/Utp23/Kri1,7
GO:0032511,GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,7/1349,16/28928,0.4375,9.38176427,7.416940268,3.72602541232472e-06,4.34390902341375e-05,3.38308522626574e-05,Vps25/Chmp6/Chmp4b/Snf8/Vps36/Ptpn23/Chmp7,7
GO:0035721,GO:0035721,intraciliary retrograde transport,7/1349,16/28928,0.4375,9.38176427,7.416940268,3.72602541232472e-06,4.34390902341375e-05,3.38308522626574e-05,Ttc21b/Wdr19/Dync2h1/Ift140/Wdr35/Bbs1/Ift122,7
GO:0090306,GO:0090306,meiotic spindle assembly,7/1349,16/28928,0.4375,9.38176427,7.416940268,3.72602541232472e-06,4.34390902341375e-05,3.38308522626574e-05,Aurka/Ndc80/Dcaf13/Ddb1/Ska2/Fbxo5/Ska3,7
GO:0000244,GO:0000244,spliceosomal tri-snRNP complex assembly,6/1349,11/28928,0.545454545,11.69674506,7.847652893,3.83838781141204e-06,4.43037797138106e-05,3.45042821591452e-05,Prpf6/Prpf8/Lsm2/Prpf3/Sart3/Prpf4b,6
GO:0006361,GO:0006361,transcription initiation at RNA polymerase I promoter,6/1349,11/28928,0.545454545,11.69674506,7.847652893,3.83838781141204e-06,4.43037797138106e-05,3.45042821591452e-05,Taf1c/Ubtf/Ttf1/Rrn3/Tbp/Smarcb1,6
GO:0033314,GO:0033314,mitotic DNA replication checkpoint signaling,6/1349,11/28928,0.545454545,11.69674506,7.847652893,3.83838781141204e-06,4.43037797138106e-05,3.45042821591452e-05,Topbp1/Orc1/Hus1/Clspn/Rad17/Zfp830,6
GO:0044571,GO:0044571,[2Fe-2S] cluster assembly,6/1349,11/28928,0.545454545,11.69674506,7.847652893,3.83838781141204e-06,4.43037797138106e-05,3.45042821591452e-05,Nfs1/Hscb/Fxn/Glrx5/Iscu/Fdx2,6
GO:0007623,GO:0007623,circadian rhythm,30/1349,257/28928,0.116731518,2.503194469,5.353388055,3.94742488586312e-06,4.54492592317739e-05,3.53963944969782e-05,Mat2a/Cdk1/Ogt/Ahcy/Top2a/Sin3a/Prmt5/Nampt/Sfpq/Mybbp1a/Hnrnpu/Tardbp/Id2/Srrd/Timeless/Ddx5/Hdac3/Usp9x/Mtor/Huwe1/Gfpt1/Mup1/Ddb1/Kat5/Kmt2a/Ppp1cb/Usp7/Dyrk1a/Fbxw11/Uts2r,30
GO:0030261,GO:0030261,chromosome condensation,11/1349,44/28928,0.25,5.361008154,6.402550078,4.0303680130787e-06,4.62893751997158e-05,3.60506862660218e-05,Cdk1/Ccnb1/Smc4/Ncaph2/Top2a/Smarca5/Smc2/Ncapd2/Ncapg2/Smc5/Ncapg,11
GO:0010971,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,9/1349,29/28928,0.310344828,6.655044605,6.738481518,4.35868088937433e-06,4.98134958785638e-05,3.87953111050611e-05,Rrm1/Cdk1/Ccnb1/Sin3a/Brd4/Rad51c/Ccnd1/Fbxo5/Cdc7,9
GO:0048199,GO:0048199,"vesicle targeting, to, from or within Golgi",9/1349,29/28928,0.310344828,6.655044605,6.738481518,4.35868088937433e-06,4.98134958785638e-05,3.87953111050611e-05,Trappc1/Trappc4/Trappc11/Gbf1/Cul3/Trappc5/Sec16a/Preb/Trappc3,9
GO:0034728,GO:0034728,nucleosome organization,15/1349,81/28928,0.185185185,3.971117151,5.922163234,4.45044771421114e-06,5.05941105850741e-05,3.94032626221778e-05,Sox9/Chaf1b/H2bc1/Supt16/Smarca5/Supt6/H4c14/Sart3/Rbbp4/Smarca4/Smarce1/Mcm2/Brd2/Ssrp1/Smarcb1,15
GO:0035107,GO:0035107,appendage morphogenesis,24/1349,182/28928,0.131868132,2.827784521,5.470668431,4.45969638562399e-06,5.05941105850741e-05,3.94032626221778e-05,Sox9/Tmem107/B9d1/Fuz/Tmem231/Wdr19/Dync2h1/Gli2/Rpgrip1l/Tbc1d32/Ift88/Ext1/Ift140/Wdpcp/Smarca4/Cplane1/Dicer1/Traf3ip1/Ift52/Nipbl/Ttbk2/Ift122/Fgfr2/Iqce,24
GO:0035108,GO:0035108,limb morphogenesis,24/1349,182/28928,0.131868132,2.827784521,5.470668431,4.45969638562399e-06,5.05941105850741e-05,3.94032626221778e-05,Sox9/Tmem107/B9d1/Fuz/Tmem231/Wdr19/Dync2h1/Gli2/Rpgrip1l/Tbc1d32/Ift88/Ext1/Ift140/Wdpcp/Smarca4/Cplane1/Dicer1/Traf3ip1/Ift52/Nipbl/Ttbk2/Ift122/Fgfr2/Iqce,24
