,id,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc
1052,Bbs1,4,0.00023494,0.00089973,0.017336,1090,4,-1.1967,0.99977,0.99977,1,20237,0,-1.1967
1053,Xrn2,4,0.00023504,0.00089973,0.017336,1091,4,-1.4867,0.99976,0.99977,1,20236,0,-1.4867
1054,Nrde2,4,0.00023533,0.00090066,0.017338,1092,4,-1.4978,0.99976,0.99977,1,20235,0,-1.4978
1055,Txnl4b,4,0.00023571,0.00090253,0.017358,1093,4,-1.5279,0.99976,0.99977,1,20234,0,-1.5279
1056,Polrmt,4,0.00023638,0.00090533,0.017396,1094,4,-1.6663,0.99976,0.99977,1,20233,0,-1.6663
1057,Srebf2,4,0.00023724,0.00090766,0.017425,1095,4,-0.90825,0.99976,0.99977,1,20232,0,-0.90825
1058,Mrpl18,4,0.00023821,0.00091045,0.017463,1096,4,-1.3758,0.99976,0.99977,1,20230,0,-1.3758
1059,Mterf3,4,0.00023927,0.00091465,0.017512,1097,4,-0.95781,0.99976,0.99976,1,20229,0,-0.95781
1060,Gss,4,0.00024072,0.00092025,0.017603,1098,4,-1.2045,0.99976,0.99976,1,20227,0,-1.2045
1061,Tpi1,3,0.00024183,0.00070342,0.014557,1099,3,-1.6353,0.99976,0.99975,1,20226,0,-1.6353
1062,Armc7,4,0.00024199,0.00092165,0.017614,1100,4,-1.4462,0.99976,0.99976,1,20225,0,-1.4462
1063,Gtf2h2,4,0.00024355,0.00092538,0.01767,1101,4,-2.24,0.9978,0.99782,1,19641,0,-2.24
1064,Psmc6,4,0.00024552,0.00093237,0.017787,1102,4,-2.2387,0.99975,0.99976,1,20224,0,-2.2387
1065,Ska2,4,0.00024621,0.00093377,0.017798,1103,4,-0.83234,0.99975,0.99976,1,20223,0,-0.83234
1066,Rpa3,4,0.00024879,0.0009431,0.017959,1104,3,-2.222,0.90963,0.90937,1,17427,0,-2.222
1067,Snapc1,4,0.00024975,0.00094636,0.018005,1105,4,-2.1835,0.99962,0.99963,1,20105,0,-2.1835
1068,Psmd13,4,0.00025109,0.00095149,0.018087,1106,4,-1.6903,0.99975,0.99975,1,20222,0,-1.6903
1069,Vps53,4,0.00025199,0.00095429,0.018109,1107,4,-1.4102,0.99975,0.99975,1,20221,0,-1.4102
1070,Gtf2e2,4,0.00025249,0.00095522,0.018109,1108,4,-1.5107,0.99975,0.99975,1,20220,0,-1.5107
1071,Zfx,4,0.00025295,0.00095662,0.018109,1109,4,-1.1463,0.99975,0.99975,1,20219,0,-1.1463
1072,Ndufb9,4,0.0002534,0.00095802,0.018109,1110,4,-1.4317,0.99975,0.99975,1,20218,0,-1.4317
1073,Mdn1,4,0.00025351,0.00095802,0.018109,1111,4,-2.5487,0.9991,0.9991,1,19885,0,-2.5487
1074,Ufsp2,4,0.00025396,0.00095895,0.018109,1112,4,-0.85468,0.99975,0.99975,1,20216,0,-0.85468
1075,Pfdn2,4,0.00025431,0.00095988,0.018109,1113,4,-2.2352,0.99975,0.99975,1,20215,0,-2.2352
1076,Cox11,4,0.00025446,0.00096035,0.018109,1114,4,-1.4692,0.99975,0.99975,1,20214,0,-1.4692
1077,Ugdh,4,0.00025587,0.00096548,0.018174,1115,3,-1.7488,0.98775,0.98775,1,19071,0,-1.7488
1078,Tufm,3,0.00025737,0.00075098,0.015288,1116,3,-2.0991,0.99974,0.99974,1,20213,0,-2.0991
1079,Ncapg,4,0.0002589,0.00097807,0.018394,1117,4,-1.1196,0.99974,0.99975,1,20212,0,-1.1196
1080,Mcmbp,4,0.00026116,0.00098926,0.018572,1118,4,-1.169,0.99974,0.99975,1,20210,0,-1.169
1081,Smim26,4,0.00026147,0.00099019,0.018573,1119,4,-0.88597,0.99974,0.99975,1,20209,0,-0.88597
1082,4933402N22Rik,7,0.0002629,0.0014383,0.024408,1120,6,-0.74132,0.98364,0.98358,1,18932,0,-0.74132
1083,Vmn1r100,12,0.00026432,0.0018473,0.029336,1121,7,-0.69658,0.71257,0.85184,1,13988,2,-0.69658
1084,Pdcd2,4,0.00026553,0.001007,0.018838,1122,4,-1.4143,0.99973,0.99974,1,20208,0,-1.4143
1085,1700049E17Rik1,3,0.00026757,0.00078129,0.015739,1123,3,-1.9444,0.99973,0.99973,1,20207,0,-1.9444
1086,Rpl9,1,0.00027025,0.00027255,0.007993,1124,1,-3.8216,0.99973,0.99975,1,20206,0,-3.8216
1087,Sec16a,4,0.00027027,0.0010242,0.019094,1125,4,-1.144,0.99973,0.99973,1,20205,0,-1.144
1088,Scfd1,3,0.00027056,0.00078595,0.015816,1126,3,-2.146,0.99973,0.99972,1,20204,0,-2.146
1089,Cep192,4,0.00027293,0.0010336,0.019217,1127,4,-1.2381,0.99973,0.99973,1,20202,0,-1.2381
1090,Psmg4,4,0.00027303,0.0010336,0.019217,1128,4,-1.6809,0.99973,0.99973,1,20201,0,-1.6809
1091,Utp23,4,0.00027326,0.001035,0.019226,1129,3,-2.4656,0.41644,0.4869,1,9753,1,-2.4656
1092,Fntb,4,0.00027507,0.0010406,0.019296,1130,4,-1.0276,0.99972,0.99973,1,20200,0,-1.0276
1093,Ppp1r8,4,0.0002755,0.0010415,0.019297,1131,4,-2.1715,0.99972,0.99973,1,20199,0,-2.1715
1094,Dynlt1a,5,0.00027691,0.0012924,0.022519,1132,5,-0.73629,0.99972,0.99973,1,20198,0,-0.73629
1095,Ddx46,4,0.00027765,0.0010466,0.01935,1133,4,-1.5145,0.99972,0.99973,1,20197,0,-1.5145
1096,Hmgxb3,4,0.00027776,0.0010471,0.01935,1134,4,-0.95622,0.99972,0.99973,1,20196,0,-0.95622
1097,Nipbl,4,0.00027922,0.0010513,0.019393,1135,3,-2.3123,0.99383,0.99381,1,19330,0,-2.3123
1098,Lrrc45,4,0.00027928,0.0010513,0.019393,1136,4,-1.1769,0.99972,0.99973,1,20195,0,-1.1769
1099,Mrpl48,5,0.00027961,0.0013082,0.022675,1137,4,-1.4157,0.95272,0.95286,1,18247,0,-1.4157
1100,Foxk2,4,0.00028004,0.0010522,0.019394,1138,4,-1.0667,0.99972,0.99972,1,20194,0,-1.0667
1101,Sin3b,4,0.00028091,0.0010531,0.019394,1139,4,-1.2437,0.99972,0.99972,1,20193,0,-1.2437
1102,Cdc37,4,0.00028119,0.0010541,0.019394,1140,4,-1.1907,0.99972,0.99972,1,20192,0,-1.1907
1103,Pfdn6,4,0.00028552,0.0010718,0.019703,1141,4,-1.4191,0.99971,0.99972,1,20191,0,-1.4191
1104,Gatc,4,0.00028629,0.001076,0.019729,1142,3,-2.2476,0.22998,0.34676,0.997093,7159,1,-2.2476
1105,Vmn1r111,11,0.00028885,0.0019265,0.030323,1143,8,-0.67632,0.87158,0.91806,1,16752,1,-0.67632
1106,Rpl38,2,0.00028902,0.00055327,0.012431,1144,2,-3.5727,0.99971,0.9997,1,20190,0,-3.5727
1107,Hspd1,4,0.0002893,0.001089,0.019951,1145,4,-1.4207,0.99971,0.99972,1,20189,0,-1.4207
1108,Ykt6,4,0.00028963,0.0010904,0.01996,1146,4,-1.2972,0.99971,0.99972,1,20188,0,-1.2972
1109,Exosc7,4,0.00029041,0.0010928,0.019985,1147,4,-1.9941,0.99971,0.99972,1,20187,0,-1.9941
1110,Stk11,4,0.00029075,0.0010942,0.019994,1148,4,-0.97915,0.99971,0.99972,1,20186,0,-0.97915
1111,Dgcr8,4,0.0002912,0.0010951,0.019994,1149,4,-1.5209,0.99971,0.99972,1,20185,0,-1.5209
1112,Cenpp,4,0.00029243,0.0011042,0.020142,1150,4,-0.91372,0.99971,0.99971,1,20184,0,-0.91372
1113,U2af1,3,0.00029308,0.00084657,0.016567,1151,3,-1.8021,0.99971,0.99971,1,20183,0,-1.8021
1114,Hmga1,8,0.0002935,0.001775,0.028465,1152,6,-1.1339,0.65611,0.77896,1,12985,2,-1.1339
1115,Alg14,4,0.00029503,0.0011138,0.020299,1153,3,-2.3408,0.98799,0.98798,1,19082,0,-2.3408
1116,Golt1b,4,0.0002952,0.0011147,0.020299,1154,4,-1.5711,0.9997,0.99971,1,20182,0,-1.5711
1117,Mrps18b,4,0.00029627,0.001117,0.020324,1155,4,-1.3587,0.9997,0.99971,1,20181,0,-1.3587
1118,Vrk1,4,0.00029741,0.0011198,0.020357,1156,4,-0.83212,0.9997,0.99971,1,20180,0,-0.83212
1119,Ttbk2,4,0.00029821,0.0011222,0.020373,1157,4,-1.4665,0.9997,0.99971,1,20179,0,-1.4665
1120,Slc45a4,4,0.00029832,0.0011226,0.020373,1158,4,-0.78784,0.9997,0.99971,1,20178,0,-0.78784
1121,Rpl10a,3,0.00029878,0.00086009,0.01677,1159,3,-2.3592,0.9997,0.9997,1,20177,0,-2.3592
1122,Cep57,4,0.00030038,0.0011292,0.020474,1160,4,-1.4341,0.9997,0.99971,1,20176,0,-1.4341
1123,Ift122,4,0.00030183,0.0011359,0.020564,1161,4,-2.6512,0.99967,0.99969,1,20153,0,-2.6512
1124,Slc38a2,4,0.00030211,0.0011375,0.020564,1162,4,-1.4728,0.9997,0.99971,1,20175,0,-1.4728
1125,Med31,4,0.00030222,0.001138,0.020564,1163,4,-1.5648,0.9997,0.99971,1,20174,0,-1.5648
1126,Mbtps1,4,0.00030234,0.0011389,0.020564,1164,4,-1.2741,0.9997,0.99971,1,20173,0,-1.2741
1127,Ddx23,4,0.00030396,0.0011441,0.020639,1165,4,-2.0932,0.9997,0.99971,1,20172,0,-2.0932
1128,Slc25a10,4,0.000305,0.0011473,0.020654,1166,4,-0.71681,0.9997,0.99971,1,20170,0,-0.71681
1129,Adsl,4,0.00030511,0.0011478,0.020654,1167,4,-2.0163,0.99969,0.99971,1,20169,0,-2.0163
1130,Ttk,4,0.00030593,0.0011497,0.02067,1168,4,-1.7249,0.99969,0.9997,1,20168,0,-1.7249
1131,H2ac20,3,0.00030763,0.00088621,0.017184,1169,3,-3.9799,0.99969,0.99969,1,20167,0,-3.9799
1132,Med13,4,0.00030838,0.0011599,0.020819,1170,4,-1.0404,0.99969,0.9997,1,20166,0,-1.0404
1133,Tfip11,4,0.0003099,0.0011613,0.020826,1171,4,-1.0974,0.99969,0.9997,1,20165,0,-1.0974
1134,Gpn2,4,0.00031034,0.0011641,0.020841,1172,4,-2.1646,0.99892,0.9989,1,19839,0,-2.1646
1135,Rbm39,4,0.00031037,0.0011641,0.020841,1173,4,-1.3274,0.99969,0.9997,1,20164,0,-1.3274
1136,Ttc23,4,0.00031072,0.0011655,0.020849,1174,4,-1.2844,0.99969,0.9997,1,20163,0,-1.2844
1137,Papola,4,0.00031214,0.0011702,0.020915,1175,4,-1.1363,0.99969,0.9997,1,20162,0,-1.1363
1138,Prelid1,3,0.00031351,0.00091139,0.017465,1176,3,-4.6461,0.99969,0.99968,1,20161,0,-4.6461
1139,Ylpm1,4,0.00031665,0.0011893,0.021221,1178,4,-1.3711,0.99968,0.9997,1,20160,0,-1.3711
1140,Fn3krp,4,0.0003194,0.0011996,0.021386,1179,4,-1.0182,0.99968,0.99969,1,20158,0,-1.0182
1141,Tedc2,4,0.00032037,0.0012024,0.021418,1180,4,-0.91377,0.99968,0.99969,1,20157,0,-0.91377
1142,Ift74,4,0.00032205,0.0012098,0.021532,1181,4,-1.5655,0.99968,0.99969,1,20156,0,-1.5655
1143,Pop7,4,0.00032339,0.0012149,0.021606,1182,4,-1.6075,0.99968,0.99969,1,20155,0,-1.6075
1144,Prkar1a,4,0.00032424,0.0012173,0.021629,1183,4,-1.5378,0.99968,0.99969,1,20154,0,-1.5378
1145,Cs,4,0.00032643,0.0012275,0.021775,1184,4,-2.0038,0.99967,0.99969,1,20152,0,-2.0038
1146,Gm14633,2,0.00032649,0.000633,0.013645,1185,2,-4.2131,0.99967,0.99966,1,20151,0,-4.2131
1147,Ccnd1,4,0.0003279,0.0012327,0.021829,1186,4,-1.5054,0.99967,0.99969,1,20150,0,-1.5054
1148,Zbtb34,4,0.00032937,0.0012373,0.021884,1187,4,-0.88175,0.99967,0.99968,1,20149,0,-0.88175
1149,Tsg101,4,0.00033035,0.0012411,0.021923,1189,4,-2.7501,0.99967,0.99968,1,20148,0,-2.7501
1150,Fgfr2,4,0.00033097,0.0012434,0.021936,1190,4,-1.6897,0.99967,0.99968,1,20147,0,-1.6897
1151,Pnkp,4,0.00033469,0.0012592,0.022179,1191,4,-1.4486,0.99967,0.99968,1,20146,0,-1.4486
1152,Sacm1l,4,0.00033483,0.0012597,0.022179,1192,4,-1.9655,0.99955,0.99956,1,20061,0,-1.9655
1153,Gm4459,3,0.00033631,0.00098553,0.018518,1193,3,-2.2177,0.99966,0.99966,1,20145,0,-2.2177
1154,Fbxo5,4,0.00033766,0.0012681,0.022308,1194,4,-2.8164,0.99963,0.99965,1,20114,0,-2.8164
1155,Rtn4ip1,4,0.00033818,0.00127,0.022322,1195,4,-0.94088,0.99966,0.99967,1,20144,0,-0.94088
1156,Ppat,4,0.00033881,0.0012718,0.022324,1196,4,-0.86075,0.99966,0.99967,1,20143,0,-0.86075
1157,Supt5,4,0.00033919,0.001273,0.022324,1197,4,-1.8205,0.99966,0.99967,1,20142,0,-1.8205
1158,Wdr75,4,0.00033931,0.0012732,0.022324,1198,4,-1.3882,0.99966,0.99967,1,20141,0,-1.3882
1159,Taf7,4,0.00034079,0.001277,0.022353,1199,4,-1.5122,0.99747,0.99748,1,19599,0,-1.5122
1160,Rbm45,4,0.00034095,0.001277,0.022353,1200,4,-1.007,0.99966,0.99967,1,20139,0,-1.007
1161,Ecsit,4,0.00034196,0.0012807,0.0224,1201,4,-0.94449,0.99966,0.99967,1,20138,0,-0.94449
1162,Gm51557,3,0.00034329,0.0010056,0.018828,1202,3,-1.7926,0.99966,0.99965,1,20137,0,-1.7926
1163,Cant1,4,0.00034373,0.00129,0.022519,1203,4,-1.0132,0.99966,0.99967,1,20136,0,-1.0132
1164,Nol8,4,0.00034462,0.0012924,0.022519,1204,4,-0.82276,0.99966,0.99967,1,20135,0,-0.82276
1165,Ndufa3,4,0.00034494,0.0012928,0.022519,1205,4,-1.4224,0.99966,0.99967,1,20134,0,-1.4224
1166,Suds3,4,0.00034625,0.0012994,0.022556,1206,4,-1.2948,0.99869,0.9987,1,19793,0,-1.2948
1167,Trmt112,4,0.00034653,0.0013003,0.022556,1207,4,-2.233,0.99926,0.99926,1,19936,0,-2.233
1168,Mxra7,4,0.00034654,0.0013003,0.022556,1208,4,-0.99913,0.99965,0.99967,1,20133,0,-0.99913
1169,Eif5a,3,0.00035018,0.0010308,0.019198,1209,3,-2.6031,0.99965,0.99965,1,20132,0,-2.6031
1170,Srpr,4,0.0003518,0.0013227,0.022907,1210,4,-1.3486,0.99965,0.99966,1,20130,0,-1.3486
1171,Nsrp1,4,0.00035258,0.001325,0.022929,1211,4,-1.5147,0.99965,0.99966,1,20129,0,-1.5147
1172,H4c4,3,0.0003533,0.0010403,0.019296,1212,2,-2.3364,0.98484,0.985,1,18972,0,-2.3364
1173,Coa7,4,0.00035409,0.001332,0.023031,1213,3,-1.6752,0.99386,0.99385,1,19331,0,-1.6752
1174,Eif4e,3,0.00035507,0.0010438,0.019323,1214,3,-2.5401,0.99964,0.99964,1,20128,0,-2.5401
1175,Ash2l,4,0.00035517,0.0013381,0.023117,1215,4,-1.3384,0.99964,0.99966,1,20127,0,-1.3384
1176,Prpf4b,4,0.00035569,0.0013404,0.023139,1216,4,-1.6418,0.99964,0.99966,1,20126,0,-1.6418
1177,Kmt2a,4,0.00035647,0.001346,0.023216,1217,4,-0.92698,0.99964,0.99965,1,20125,0,-0.92698
1178,Mrpl49,4,0.0003587,0.0013525,0.023307,1218,4,-1.7121,0.99964,0.99965,1,20124,0,-1.7121
1179,Ypel5,4,0.00035935,0.0013534,0.023307,1219,4,-0.71375,0.99964,0.99965,1,20123,0,-0.71375
1180,Mcm2,4,0.00036027,0.0013553,0.02332,1220,4,-1.5698,0.99964,0.99965,1,20122,0,-1.5698
1181,Wdr77,4,0.0003608,0.0013581,0.023331,1221,4,-1.5399,0.99964,0.99965,1,20121,0,-1.5399
1182,Dnaja3,4,0.00036159,0.0013614,0.023368,1222,4,-1.6333,0.99964,0.99965,1,20120,0,-1.6333
1183,Gm11559,12,0.00036344,0.0024987,0.037023,1223,8,-0.50087,0.14783,0.35757,0.998204,5246,2,-0.50087
1184,Arl6,4,0.00036377,0.0013735,0.023557,1224,4,-0.88472,0.99964,0.99965,1,20119,0,-0.88472
1185,Polg2,4,0.0003645,0.0013772,0.023602,1225,4,-1.2051,0.99964,0.99965,1,20117,0,-1.2051
1186,Lsm11,4,0.00036516,0.0013819,0.023663,1226,4,-1.1678,0.99963,0.99965,1,20116,0,-1.1678
1187,Cep85,4,0.00036569,0.0013852,0.023699,1227,4,-1.1058,0.99963,0.99965,1,20115,0,-1.1058
1188,Atp5c1,4,0.00037414,0.001415,0.024187,1228,4,-1.6765,0.99963,0.99964,1,20112,0,-1.6765
1189,Dhx36,4,0.00037468,0.0014159,0.024187,1229,4,-0.90938,0.99963,0.99964,1,20111,0,-0.90938
1190,Ftl1,4,0.00037802,0.0014271,0.024308,1230,3,-1.6467,0.92297,0.92282,1,17689,0,-1.6467
1191,Actr6,4,0.00037822,0.0014276,0.024308,1231,4,-1.7978,0.99962,0.99963,1,20110,0,-1.7978
1192,Zfp638,4,0.00037903,0.0014308,0.024344,1232,4,-1.4274,0.99962,0.99963,1,20109,0,-1.4274
1193,Nop56,4,0.00037958,0.0014327,0.024356,1233,4,-1.3391,0.99962,0.99963,1,20108,0,-1.3391
1194,Zfp750,4,0.00037985,0.0014341,0.02436,1234,4,-0.94444,0.99962,0.99963,1,20107,0,-0.94444
1195,Zc3h13,4,0.00038136,0.0014392,0.024408,1235,4,-1.0857,0.99962,0.99963,1,20106,0,-1.0857
1196,Lrpprc,4,0.00038191,0.0014406,0.024413,1236,4,-1.4223,0.99962,0.99963,1,20104,0,-1.4223
1197,Pars2,4,0.00038602,0.001456,0.024622,1237,4,-1.8741,0.99942,0.99942,1,19992,0,-1.8741
1198,Lsm8,4,0.00038619,0.0014565,0.024622,1238,4,-1.8532,0.99961,0.99962,1,20103,0,-1.8532
1199,Ints11,4,0.00038633,0.0014565,0.024622,1239,4,-1.8125,0.99779,0.9978,1,19638,0,-1.8125
1200,Psmc3,4,0.0003882,0.0014612,0.024682,1240,3,-1.7781,0.56311,0.58377,1,11584,1,-1.7781
1201,Gm10668,3,0.0003888,0.0011371,0.020564,1241,3,-1.2167,0.99961,0.99961,1,20102,0,-1.2167
1202,Arl13b,4,0.00038896,0.0014635,0.024701,1242,4,-2.4339,0.99961,0.99962,1,20101,0,-2.4339
1203,Rrp1,4,0.00039288,0.0014784,0.024933,1243,4,-1.6758,0.99837,0.99838,1,19739,0,-1.6758
1204,Med4,4,0.00039499,0.0014859,0.025039,1244,4,-2.4547,0.99961,0.99962,1,20100,0,-2.4547
1205,Gclm,4,0.00039555,0.0014891,0.025055,1245,4,-1.0562,0.9996,0.99962,1,20099,0,-1.0562
1206,Rpl28,3,0.00039587,0.0011529,0.020711,1246,3,-1.8232,0.9996,0.9996,1,20098,0,-1.8232
1207,Gm50593,1,0.00039595,0.00039846,0.010108,1247,1,-4.1791,0.9996,0.99963,1,20097,0,-4.1791
1208,Sod1,4,0.00039823,0.0014971,0.025168,1248,3,-1.6141,0.97592,0.97585,1,18754,0,-1.6141
1209,Ankrd49,4,0.00039923,0.0015003,0.025203,1249,4,-1.2362,0.9996,0.99961,1,20096,0,-1.2362
1210,Afmid,4,0.00040108,0.0015078,0.025287,1250,4,-1.0082,0.9996,0.99961,1,20095,0,-1.0082
1211,Preb,4,0.00040165,0.0015101,0.025287,1251,4,-1.6235,0.9996,0.99961,1,20094,0,-1.6235
1212,Ankle2,4,0.00040165,0.0015101,0.025287,1252,3,-2.0424,0.95688,0.9568,1,18331,0,-2.0424
1213,Gm10076,2,0.0004017,0.00077103,0.015607,1253,2,-3.6937,0.9996,0.99958,1,20093,0,-3.6937
1214,Kansl2,4,0.00040236,0.0015129,0.02529,1254,4,-1.6119,0.9996,0.99961,1,20092,0,-1.6119
1215,Cox17,4,0.00040279,0.0015138,0.02529,1255,4,-1.9171,0.9996,0.99961,1,20091,0,-1.9171
1216,Med21,4,0.00040379,0.0015162,0.025309,1256,4,-1.4899,0.9996,0.99961,1,20090,0,-1.4899
1217,Prpf38b,4,0.00040523,0.0015236,0.025394,1257,3,-1.8917,0.75822,0.75801,1,14775,0,-1.8917
1218,Lrr1,4,0.00040619,0.0015316,0.025506,1258,3,-2.3822,0.97819,0.97819,1,18803,0,-2.3822
1219,C2cd5,4,0.00040767,0.0015358,0.025556,1259,4,-0.80292,0.99959,0.9996,1,20089,0,-0.80292
1220,Engase,4,0.00040811,0.0015376,0.025567,1260,4,-0.82963,0.99959,0.9996,1,20088,0,-0.82963
1221,Osgep,4,0.00041057,0.0015446,0.025643,1261,4,-1.3764,0.99959,0.9996,1,20087,0,-1.3764
1222,Gm15080,12,0.00041202,0.0027701,0.040258,1262,7,-0.64573,0.85826,0.9247,1,16530,1,-0.64573
1223,Atpaf2,4,0.00041435,0.0015591,0.025862,1263,4,-0.72238,0.99959,0.9996,1,20086,0,-0.72238
1224,Gm9794,2,0.00041476,0.00078875,0.015829,1264,2,-3.2982,0.99771,0.99765,1,19626,0,-3.2982
1225,Gemin7,4,0.00041699,0.0015651,0.025943,1265,4,-1.0974,0.99958,0.99959,1,20085,0,-1.0974
1226,Top3a,4,0.00041784,0.0015665,0.025946,1266,3,-2.182,0.92193,0.92174,1,17678,0,-2.182
1227,Med10,3,0.0004212,0.0012327,0.021829,1267,3,-2.1579,0.99958,0.99957,1,20084,0,-2.1579
1228,Nrbp1,4,0.000422,0.0015791,0.026113,1268,4,-0.67384,0.99958,0.99959,1,20083,0,-0.67384
1229,Eif2b1,4,0.00042467,0.0015857,0.026199,1269,4,-1.7866,0.99958,0.99959,1,20082,0,-1.7866
1230,Uqcrq,4,0.00042541,0.0015871,0.026199,1270,4,-1.7322,0.99957,0.99959,1,20081,0,-1.7322
1231,Lsm10,4,0.00042571,0.001588,0.026199,1271,4,-1.5681,0.99957,0.99959,1,20080,0,-1.5681
1232,Rps12,3,0.00042588,0.0012439,0.021936,1272,3,-3.3292,0.99957,0.99957,1,20079,0,-3.3292
1233,Chmp3,4,0.00042903,0.0016057,0.026453,1273,3,-1.7443,0.59213,0.60591,1,11982,1,-1.7443
1234,Ahi1,4,0.00042915,0.0016062,0.026453,1274,4,-1.0556,0.99957,0.99958,1,20078,0,-1.0556
1235,Nop10,4,0.00042945,0.0016071,0.026453,1275,4,-1.7323,0.99957,0.99958,1,20077,0,-1.7323
1236,Ccdc84,4,0.00043147,0.001615,0.026562,1276,2,-2.1982,0.68207,0.6826,1,13418,1,-2.1982
1237,Tut1,4,0.00043185,0.0016174,0.02658,1277,4,-1.5719,0.99957,0.99958,1,20075,0,-1.5719
1238,Flad1,4,0.00043336,0.0016225,0.026644,1278,4,-1.1631,0.99957,0.99958,1,20074,0,-1.1631
1239,Elac2,4,0.00043381,0.0016267,0.026676,1279,4,-1.6309,0.99957,0.99958,1,20073,0,-1.6309
1240,Gga3,4,0.00043502,0.001629,0.026676,1280,4,-0.95418,0.99956,0.99958,1,20072,0,-0.95418
1241,Mrpl53,4,0.00043518,0.0016295,0.026676,1281,4,-1.5947,0.99956,0.99958,1,20071,0,-1.5947
1242,Taf8,4,0.00043638,0.0016342,0.026732,1282,3,-1.8345,0.46469,0.51646,1,10313,1,-1.8345
1243,Tpr,4,0.00043684,0.0016374,0.026765,1283,4,-2.1603,0.99956,0.99958,1,20070,0,-2.1603
1244,Alas1,4,0.00043857,0.0016463,0.026889,1284,4,-1.8779,0.9994,0.99941,1,19983,0,-1.8779
1245,Gm13736,3,0.00043881,0.0012849,0.022454,1285,3,-2.08,0.99956,0.99956,1,20069,0,-2.08
1246,Alpi,4,0.0004402,0.0016537,0.02699,1286,4,-0.65961,0.99956,0.99957,1,20068,0,-0.65961
1247,Iqce,4,0.00044076,0.0016579,0.027038,1287,4,-1.6707,0.99945,0.99945,1,20007,0,-1.6707
1248,Kif4,3,0.00044318,0.0012961,0.022539,1288,3,-1.4588,0.99956,0.99955,1,20067,0,-1.4588
1249,Gm10013,7,0.00044498,0.0023317,0.035085,1289,5,-0.81747,0.96445,0.96432,1,18502,0,-0.81747
1250,Gm11824,1,0.00044623,0.00045115,0.010848,1290,1,-3.3896,0.99955,0.99958,1,20066,0,-3.3896
1251,Atp6v0b,4,0.0004468,0.0016789,0.027345,1291,4,-1.4851,0.99955,0.99957,1,20065,0,-1.4851
1252,Gapdh,4,0.00045146,0.0016966,0.027592,1292,4,-2.425,0.99955,0.99956,1,20063,0,-2.425
1253,Smg1,4,0.00045161,0.0016971,0.027592,1293,4,-1.0851,0.99955,0.99956,1,20062,0,-1.0851
1254,Pes1,4,0.00045236,0.0016985,0.027593,1294,4,-1.8213,0.99928,0.99928,1,19942,0,-1.8213
1255,Ctu2,4,0.0004538,0.0017036,0.027655,1295,4,-1.1752,0.99955,0.99956,1,20060,0,-1.1752
1256,Glg1,4,0.00045528,0.0017088,0.027717,1296,4,-0.68117,0.99954,0.99956,1,20059,0,-0.68117
1257,Mkks,4,0.00046008,0.0017256,0.027968,1297,4,-0.91555,0.99954,0.99956,1,20058,0,-0.91555
1258,Mrpl14,4,0.00046174,0.0017311,0.028038,1298,4,-1.0653,0.99954,0.99955,1,20057,0,-1.0653
1259,Snrnp27,4,0.00046198,0.0017325,0.028039,1299,4,-0.61627,0.99954,0.99955,1,20056,0,-0.61627
1260,Gm10320,3,0.00046298,0.0013572,0.023331,1300,3,-2.3211,0.99954,0.99953,1,20055,0,-2.3211
1261,6030468B19Rik,4,0.00046373,0.0017405,0.028124,1301,4,-1.01,0.99954,0.99955,1,20054,0,-1.01
1262,Ogdh,4,0.00046404,0.0017423,0.028133,1302,4,-2.1947,0.99954,0.99955,1,20053,0,-2.1947
1263,Lsm12,4,0.00046516,0.0017475,0.028194,1303,4,-0.82436,0.99953,0.99955,1,20052,0,-0.82436
1264,Kri1,4,0.00046707,0.0017577,0.028338,1304,4,-1.4837,0.99953,0.99955,1,20051,0,-1.4837
1265,Coq4,5,0.00046724,0.0021634,0.033214,1305,5,-0.97476,0.99953,0.99953,1,20050,0,-0.97476
1266,Unk,4,0.00046803,0.0017619,0.028385,1306,4,-1.7306,0.99953,0.99955,1,20049,0,-1.7306
1267,Bbs2,4,0.00046835,0.0017643,0.028401,1307,4,-1.2828,0.99953,0.99955,1,20048,0,-1.2828
1268,Mrps28,4,0.00047012,0.0017698,0.028448,1308,4,-2.0289,0.99879,0.99879,1,19812,0,-2.0289
1269,Spcs2,4,0.00047092,0.0017731,0.028465,1309,4,-1.5324,0.99953,0.99954,1,20047,0,-1.5324
1270,Srcap,4,0.00047188,0.001775,0.028465,1310,4,-2.659,0.99953,0.99954,1,20046,0,-2.659
1271,Mnat1,4,0.00047224,0.0017773,0.028481,1311,3,-1.8231,0.6405,0.64548,1,12733,1,-1.8231
1272,Tpx2,4,0.00047722,0.0017974,0.028781,1312,4,-1.1067,0.99952,0.99954,1,20045,0,-1.1067
1273,Chd8,4,0.00047852,0.0018025,0.028813,1314,4,-1.3475,0.99952,0.99953,1,20044,0,-1.3475
1274,Gm14496,4,0.00047868,0.0018034,0.028813,1315,4,-0.9586,0.99952,0.99953,1,20043,0,-0.9586
1275,Shoc2,4,0.00048113,0.0018123,0.028932,1316,4,-0.74657,0.99952,0.99953,1,20042,0,-0.74657
1276,Tbp,4,0.00048194,0.0018144,0.028944,1317,4,-1.2269,0.99952,0.99953,1,20041,0,-1.2269
