id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Slc13a3	4	0.94269	0.94256	1.0	19047	0	0.28015	0.046306	0.10923	0.860287	2533	2	0.28015
Gypa	4	0.94274	0.94261	1.0	19048	0	0.31572	0.022326	0.057633	0.798249	1439	2	0.31572
Slc18a3	4	0.94279	0.94265	1.0	19049	0	0.1569	0.20675	0.31858	0.991677	6637	2	0.1569
Ctsb	4	0.9428	0.94267	1.0	19050	0	0.58486	0.0023783	0.0086002	0.596761	293	3	0.58486
Olfr1299	4	0.94281	0.94267	1.0	19051	0	0.17354	0.30758	0.42599	1.0	8597	1	0.17354
Dusp26	4	0.94281	0.94268	1.0	19052	0	0.12924	0.25153	0.37265	1.0	7654	1	0.12924
Hspa1b	2	0.94285	0.94281	1.0	19053	0	0.57	0.0084916	0.016167	0.64892	725	2	0.57
Oplah	4	0.94285	0.94271	1.0	19054	0	0.25261	0.058396	0.13404	0.86939	3081	3	0.25261
Asb13	4	0.94286	0.94272	1.0	19055	0	0.19923	0.28591	0.41417	1.0	8377	2	0.19923
Spin4	4	0.94292	0.94278	1.0	19056	0	0.30198	0.056278	0.12982	0.86939	2977	3	0.30198
Tm9sf1	4	0.94295	0.94282	1.0	19057	0	0.22319	0.28435	0.41227	1.0	8340	1	0.22319
Aipl1	4	0.94296	0.94283	1.0	19058	0	0.057758	0.44459	0.50398	1.0	10080	1	0.057758
Hoxa13	4	0.94298	0.94285	1.0	19059	0	0.27917	0.57092	0.5896	1.0	11689	1	0.27917
4933409G03Rik	4	0.94306	0.94293	1.0	19060	0	0.59909	0.010448	0.03049	0.720548	841	3	0.59909
Tmem92	4	0.94307	0.94294	1.0	19061	0	0.27604	0.038987	0.093914	0.85654	2188	3	0.27604
D130040H23Rik	4	0.94309	0.94296	1.0	19062	0	0.30535	0.029861	0.074268	0.827765	1789	2	0.30535
NO_SITE_54	1	0.94315	0.94338	1.0	19063	0	0.5387	0.056847	0.056807	0.797806	3007	1	0.5387
Ptk2b	4	0.94321	0.94307	1.0	19064	0	0.047593	0.82573	0.82532	1.0	15957	0	0.047593
Sec1	4	0.94327	0.94313	1.0	19065	0	0.38633	0.019846	0.052076	0.778681	1338	3	0.38633
Mmp15	4	0.94329	0.94315	1.0	19066	0	0.087073	0.34799	0.44762	1.0	9022	1	0.087073
Pkd1l3	4	0.9433	0.94316	1.0	19067	0	0.39145	0.044705	0.10596	0.860287	2455	2	0.39145
Nudt1	4	0.94333	0.94319	1.0	19068	0	0.13939	0.78485	0.78457	1.0	15222	0	0.13939
Olfr816	3	0.94334	0.94348	1.0	19069	0	0.31832	0.09052	0.15564	0.889652	3930	2	0.31832
1700015G11Rik	4	0.94335	0.94321	1.0	19070	0	0.25359	0.27238	0.39784	1.0	8076	2	0.25359
Gm32112	1	0.94335	0.94357	1.0	19071	0	0.6644	0.056646	0.0566	0.79747	2999	1	0.6644
Peg10	4	0.94336	0.94322	1.0	19072	0	0.32747	0.047414	0.11151	0.864042	2581	2	0.32747
Pnrc2	4	0.94337	0.94323	1.0	19073	0	0.37295	0.043636	0.10373	0.860287	2398	3	0.37295
Rap2c	4	0.9434	0.94326	1.0	19074	0	0.069032	0.89374	0.89349	1.0	17144	0	0.069032
NO_SITE_269	1	0.94343	0.94365	1.0	19075	0	0.54118	0.05657	0.056535	0.79747	2993	1	0.54118
Anxa10	4	0.94361	0.94349	1.0	19076	0	0.23872	0.16763	0.27049	0.970035	5736	2	0.23872
Rgr	4	0.94363	0.94351	1.0	19077	0	0.0916	0.16762	0.27049	0.970035	5735	1	0.0916
Rcor1	4	0.94372	0.94361	1.0	19078	0	0.1728	0.33454	0.44033	1.0	8874	1	0.1728
Olfr24	4	0.94375	0.94362	1.0	19079	0	0.29124	0.057474	0.13217	0.86939	3032	3	0.29124
Erc2	4	0.94375	0.94363	1.0	19080	0	0.09709	0.6644	0.66639	1.0	13114	1	0.09709
NO_SITE_361	1	0.94376	0.94395	1.0	19081	0	0.5715	0.056243	0.056205	0.797195	2975	1	0.5715
Creb3l1	4	0.94382	0.94369	1.0	19082	0	0.16082	0.22973	0.34645	0.997093	7155	2	0.16082
Prkag3	4	0.94385	0.94371	1.0	19083	0	0.2064	0.38619	0.46931	1.0	9422	1	0.2064
Dync1li2	4	0.9439	0.94377	1.0	19084	0	0.18124	0.019985	0.05239	0.781726	1341	1	0.18124
Gzmc	4	0.94391	0.94377	1.0	19085	0	0.3086	0.11243	0.20261	0.924838	4462	2	0.3086
Lsm14b	4	0.94395	0.9438	1.0	19086	0	0.23093	0.23049	0.34741	0.997093	7173	2	0.23093
Pdcd1lg2	4	0.94398	0.94385	1.0	19087	0	0.26821	0.35134	0.44952	1.0	9060	1	0.26821
Fan1	4	0.944	0.94386	1.0	19088	0	0.3037	0.1064	0.19509	0.918859	4318	2	0.3037
Acvr1	4	0.94407	0.94393	1.0	19089	0	0.2363	0.22077	0.33557	0.993542	6955	2	0.2363
Dusp6	4	0.94408	0.94394	1.0	19090	0	0.55534	0.0013982	0.0051291	0.539776	191	3	0.55534
Lor	4	0.94408	0.94394	1.0	19091	0	0.074283	0.70558	0.7052	1.0	13850	1	0.074283
Prl3a1	4	0.94411	0.94397	1.0	19092	0	0.30742	0.035943	0.087414	0.851966	2056	2	0.30742
Igsf21	4	0.94413	0.94399	1.0	19093	0	0.15537	0.71091	0.71049	1.0	13946	0	0.15537
Sctr	4	0.94416	0.94401	1.0	19094	0	0.22434	0.05704	0.13134	0.86939	3014	3	0.22434
Krba1	4	0.94426	0.94411	1.0	19095	0	0.16134	0.48522	0.52976	1.0	10590	1	0.16134
Pak7	4	0.94428	0.94413	1.0	19096	0	0.20919	0.41014	0.48315	1.0	9684	1	0.20919
Ugt3a1	4	0.94442	0.94428	1.0	19097	0	0.1682	0.62844	0.63536	1.0	12544	1	0.1682
Gfra2	4	0.94446	0.94431	1.0	19098	0	0.28847	0.11797	0.20927	0.929347	4604	2	0.28847
Trappc12	4	0.94449	0.94435	1.0	19099	0	0.10963	0.24471	0.36443	1.0	7492	1	0.10963
NO_SITE_829	1	0.94454	0.94476	1.0	19100	0	0.75338	0.055464	0.055426	0.795586	2948	1	0.75338
Ccr1	4	0.94459	0.94444	1.0	19101	0	0.38556	0.034111	0.083488	0.840756	1990	2	0.38556
Stk32a	4	0.9446	0.94445	1.0	19102	0	0.38562	0.044556	0.10565	0.860287	2445	3	0.38562
Tmc1	4	0.94463	0.94448	1.0	19103	0	0.43484	0.038596	0.093103	0.856512	2169	3	0.43484
1700019N19Rik	4	0.94465	0.9445	1.0	19104	0	0.34811	0.026309	0.066549	0.811516	1634	3	0.34811
2610008E11Rik	4	0.94475	0.9446	1.0	19105	0	0.21126	0.71168	0.71126	1.0	13961	0	0.21126
Olfr690	4	0.94482	0.94467	1.0	19106	0	0.36541	0.033174	0.081432	0.83703	1946	3	0.36541
Slamf6	4	0.94484	0.94469	1.0	19107	0	0.12341	0.047425	0.11153	0.864042	2583	1	0.12341
Gm30177	1	0.94488	0.94509	1.0	19108	0	0.45302	0.055125	0.055106	0.794709	2938	1	0.45302
Crispld1	4	0.94494	0.9448	1.0	19109	0	0.37712	0.0068212	0.021943	0.69026	633	2	0.37712
Ano8	4	0.94496	0.94481	1.0	19110	0	0.20851	0.14884	0.2475	0.962654	5272	1	0.20851
Nlrp1a	4	0.94498	0.94483	1.0	19111	0	0.18663	0.24594	0.36593	1.0	7521	2	0.18663
Stmn3	4	0.94498	0.94484	1.0	19112	0	0.25804	0.054918	0.12704	0.867681	2932	2	0.25804
Arfgap2	4	0.945	0.94485	1.0	19113	0	0.14679	0.70498	0.70462	1.0	13838	1	0.14679
Amh	4	0.945	0.94486	1.0	19114	0	0.14318	0.6092	0.61947	1.0	12229	1	0.14318
Olfr615	4	0.94501	0.94487	1.0	19115	0	0.15614	0.8136	0.81332	1.0	15728	0	0.15614
Mdk	4	0.94504	0.9449	1.0	19116	0	0.20855	0.22957	0.34628	0.997093	7150	2	0.20855
Ropn1	4	0.94507	0.94493	1.0	19117	0	0.25433	0.16575	0.26823	0.968928	5692	2	0.25433
Phactr2	4	0.94508	0.94494	1.0	19118	0	0.11558	0.59605	0.60901	1.0	12041	1	0.11558
Mbl2	4	0.94509	0.94496	1.0	19119	0	0.13436	0.41247	0.48453	1.0	9713	1	0.13436
Glis1	4	0.9451	0.94496	1.0	19120	0	0.20834	0.5813	0.59749	1.0	11823	1	0.20834
Tln2	4	0.94514	0.945	1.0	19121	0	0.073103	0.083221	0.16627	0.900656	3738	1	0.073103
Phf11	5	0.94519	0.94534	1.0	19122	0	0.096233	0.12138	0.24816	0.962654	4688	2	0.096233
Neu3	4	0.94522	0.94509	1.0	19123	0	0.47261	0.016464	0.044428	0.756743	1176	3	0.47261
Spef1l	1	0.94526	0.94547	1.0	19124	0	0.69793	0.054735	0.054711	0.79188	2923	1	0.69793
Spo11	4	0.94528	0.94516	1.0	19125	0	0.10191	0.50241	0.54097	1.0	10798	1	0.10191
Chst1	4	0.94529	0.94517	1.0	19126	0	0.2929	0.083315	0.16638	0.900656	3743	2	0.2929
Esp38	4	0.9453	0.94519	1.0	19127	0	0.37696	0.057321	0.13186	0.86939	3028	3	0.37696
Map1lc3b	2	0.94531	0.94524	1.0	19128	0	0.30296	0.054694	0.097091	0.860287	2921	2	0.30296
Olfr25	4	0.94536	0.94523	1.0	19129	0	0.12531	0.04854	0.11383	0.865109	2638	1	0.12531
Il7	4	0.94537	0.94525	1.0	19130	0	0.18637	0.27435	0.40023	1.0	8123	2	0.18637
Col1a1	4	0.94539	0.94527	1.0	19131	0	0.092255	0.13377	0.22895	0.950899	4936	1	0.092255
Olfr845	4	0.94539	0.94527	1.0	19132	0	0.3769	0.17091	0.27458	0.97387	5806	2	0.3769
Col11a2	4	0.94542	0.9453	1.0	19133	0	0.28991	0.09929	0.18624	0.913676	4148	2	0.28991
Fbxo27	4	0.94542	0.94531	1.0	19134	0	0.27658	0.098983	0.18585	0.913344	4138	2	0.27658
Stk31	4	0.94543	0.94532	1.0	19135	0	0.097584	0.55451	0.57735	1.0	11478	1	0.097584
Col2a1	4	0.94544	0.94533	1.0	19136	0	0.24652	0.076561	0.15793	0.889652	3572	2	0.24652
E2f1	4	0.94545	0.94534	1.0	19137	0	0.19567	0.72092	0.72056	1.0	14117	0	0.19567
Adgrd1	4	0.94549	0.94539	1.0	19138	0	0.22122	0.23324	0.35068	0.997093	7241	2	0.22122
Myrfl	4	0.9455	0.94539	1.0	19139	0	0.12475	0.65285	0.65602	1.0	12936	1	0.12475
Arhgef37	4	0.94559	0.94548	1.0	19140	0	0.27938	0.099101	0.186	0.913344	4142	2	0.27938
Fgf18	4	0.9456	0.9455	1.0	19141	0	0.18707	0.25351	0.37508	1.0	7707	2	0.18707
Frmpd3	4	0.94563	0.94552	1.0	19142	0	0.30186	0.045261	0.10709	0.860287	2481	2	0.30186
Wdfy2	4	0.94565	0.94554	1.0	19143	0	0.31813	0.090426	0.17517	0.907177	3927	2	0.31813
Miox	4	0.94568	0.94557	1.0	19144	0	0.22592	0.23268	0.35	0.997093	7226	2	0.22592
Slc25a25	4	0.94573	0.94563	1.0	19145	0	0.36974	0.018161	0.048255	0.770962	1252	2	0.36974
Mc5r	4	0.94578	0.94569	1.0	19146	0	0.36444	0.017943	0.047757	0.768336	1238	3	0.36444
Olfr1290	4	0.94581	0.94572	1.0	19147	0	0.58013	0.0042053	0.014879	0.644762	464	3	0.58013
Fgfrl1	4	0.94586	0.94577	1.0	19148	0	0.1579	0.12048	0.21241	0.930994	4666	2	0.1579
Trip11	4	0.94596	0.94587	1.0	19149	0	0.13108	0.60816	0.61865	1.0	12216	1	0.13108
Dusp9	4	0.94601	0.94591	1.0	19150	0	0.29223	0.081005	0.16349	0.896695	3690	2	0.29223
Gxylt2	4	0.94601	0.94592	1.0	19151	0	0.27572	0.24072	0.35957	0.998974	7401	2	0.27572
Tcl1	4	0.94604	0.94595	1.0	19152	0	0.26939	0.15282	0.25237	0.962654	5375	2	0.26939
Snx7	4	0.94606	0.94597	1.0	19153	0	0.18333	0.24935	0.37007	1.0	7604	2	0.18333
Cyb561a3	4	0.9461	0.94601	1.0	19154	0	0.52491	0.01128	0.032419	0.723132	901	3	0.52491
Hvcn1	4	0.94616	0.94608	1.0	19155	0	0.15209	0.10057	0.18785	0.914389	4176	1	0.15209
Ly6m	4	0.9462	0.94612	1.0	19156	0	0.29744	0.062817	0.14049	0.874317	3223	2	0.29744
Tll1	4	0.94621	0.94613	1.0	19157	0	0.20851	0.14438	0.24203	0.960793	5162	2	0.20851
Abat	4	0.94624	0.94616	1.0	19158	0	0.35251	0.024854	0.063324	0.806313	1568	3	0.35251
Trem1	4	0.94631	0.94623	1.0	19159	0	0.45371	0.010813	0.03134	0.720548	875	2	0.45371
NO_SITE_266	1	0.94632	0.94652	1.0	19160	0	0.57845	0.053679	0.053699	0.787607	2876	1	0.57845
Foxn3	4	0.94633	0.94626	1.0	19161	0	0.25829	0.16485	0.26716	0.968218	5671	1	0.25829
Ankle1	4	0.94634	0.94627	1.0	19162	0	0.14824	0.35537	0.45175	1.0	9113	1	0.14824
Fabp2	4	0.94637	0.9463	1.0	19163	0	0.13134	0.19124	0.29959	0.984994	6282	1	0.13134
Mfsd1	4	0.94638	0.9463	1.0	19164	0	0.13148	0.7184	0.71799	1.0	14075	0	0.13148
Olfr556	4	0.94638	0.94631	1.0	19165	0	0.27136	0.26504	0.38898	1.0	7929	2	0.27136
Tas2r121	4	0.94645	0.94637	1.0	19166	0	0.1676	0.25069	0.37164	1.0	7634	2	0.1676
Tmem106b	4	0.94648	0.94641	1.0	19167	0	0.41228	0.069148	0.14855	0.885791	3367	2	0.41228
Slitrk6	4	0.94652	0.94646	1.0	19168	0	0.25729	0.2135	0.32678	0.992759	6793	2	0.25729
Prss50	4	0.94654	0.94648	1.0	19169	0	0.18934	0.19297	0.30172	0.985744	6318	2	0.18934
Herc6	4	0.94655	0.94649	1.0	19170	0	0.2181	0.12047	0.21238	0.930994	4665	2	0.2181
Gdf6	4	0.94658	0.94653	1.0	19171	0	0.17227	0.68971	0.68977	1.0	13549	1	0.17227
Gm9	4	0.94659	0.94655	1.0	19172	0	0.25905	0.067851	0.14688	0.88381	3338	2	0.25905
Eif2ak3	4	0.94664	0.9466	1.0	19173	0	0.22229	0.62892	0.63576	1.0	12551	1	0.22229
Zdhhc5	4	0.94666	0.94661	1.0	19174	0	0.50695	0.0085221	0.025906	0.709412	728	3	0.50695
Eda	4	0.9467	0.94665	1.0	19175	0	0.43115	0.011784	0.033579	0.723132	931	3	0.43115
Olfr1447	3	0.9467	0.94685	1.0	19176	0	0.41815	0.079241	0.13933	0.871779	3643	2	0.41815
Fam169a	4	0.94671	0.94666	1.0	19177	0	0.2259	0.27846	0.40521	1.0	8206	2	0.2259
Ccdc170	4	0.94672	0.94668	1.0	19178	0	0.2679	0.19524	0.30448	0.987072	6370	2	0.2679
Itga8	4	0.94685	0.94681	1.0	19179	0	0.14836	0.55429	0.5772	1.0	11473	1	0.14836
Olfr895	4	0.94688	0.94684	1.0	19180	0	0.20866	0.066813	0.14557	0.881308	3315	2	0.20866
NO_SITE_576	1	0.94692	0.94712	1.0	19181	0	0.64854	0.053076	0.053096	0.782904	2844	1	0.64854
Pex11a	4	0.94697	0.94693	1.0	19182	0	0.23046	0.26007	0.38298	1.0	7837	1	0.23046
NO_SITE_478	1	0.947	0.9472	1.0	19183	0	0.55407	0.053	0.05303	0.782567	2835	1	0.55407
Prss52	4	0.94703	0.94699	1.0	19184	0	0.26803	0.046367	0.10935	0.860287	2540	3	0.26803
Olfr575	4	0.94707	0.94704	1.0	19185	0	0.30603	0.18063	0.28655	0.977292	6040	2	0.30603
Gabarapl1	4	0.94709	0.94706	1.0	19186	0	0.35122	0.05265	0.12241	0.865306	2815	3	0.35122
Tff2	4	0.94715	0.94712	1.0	19187	0	0.2327	0.1493	0.24806	0.962654	5288	2	0.2327
Carmil2	4	0.94716	0.94713	1.0	19188	0	0.25025	0.11675	0.20778	0.928201	4573	2	0.25025
Gm8775	1	0.94716	0.94736	1.0	19189	0	0.70558	0.052837	0.052872	0.781927	2825	1	0.70558
Ecpas	4	0.94717	0.94714	1.0	19190	0	0.067515	0.75662	0.75644	1.0	14743	0	0.067515
Foxg1	4	0.94718	0.94715	1.0	19191	0	0.098624	0.7187	0.7183	1.0	14081	0	0.098624
Flvcr2	4	0.94721	0.94719	1.0	19192	0	0.27727	0.20256	0.31339	0.990094	6538	2	0.27727
Slc22a30	2	0.94726	0.9472	1.0	19193	0	0.29372	0.052745	0.093788	0.856512	2822	2	0.29372
Ybx3	4	0.94726	0.94723	1.0	19194	0	0.34478	0.019787	0.051943	0.778681	1333	2	0.34478
NO_SITE_442	1	0.94728	0.94747	1.0	19195	0	0.50948	0.052724	0.052758	0.781726	2821	1	0.50948
Prkd2	4	0.94733	0.9473	1.0	19196	0	0.53412	0.0066416	0.021518	0.687139	618	3	0.53412
Bfsp1	4	0.94734	0.94731	1.0	19197	0	0.31181	0.037965	0.091745	0.855808	2142	2	0.31181
Dspp	4	0.94737	0.94734	1.0	19198	0	0.15247	0.3205	0.43278	1.0	8720	1	0.15247
Fmo9	4	0.94739	0.94736	1.0	19199	0	0.18786	0.16226	0.26395	0.967737	5599	1	0.18786
Smad3	4	0.94742	0.94738	1.0	19200	0	0.23971	0.1852	0.2922	0.979353	6160	2	0.23971
Eif4b	4	0.94747	0.94743	1.0	19201	0	0.3181	0.084877	0.1683	0.901056	3785	2	0.3181
Olfr301	4	0.94749	0.94745	1.0	19202	0	0.118	0.65081	0.65425	1.0	12902	1	0.118
Eif4h	4	0.9475	0.94745	1.0	19203	0	0.4096	0.019624	0.05158	0.778681	1323	3	0.4096
Magee2	4	0.94754	0.94749	1.0	19204	0	0.22808	0.69966	0.69932	1.0	13719	1	0.22808
Apold1	4	0.94756	0.94751	1.0	19205	0	0.22068	0.11787	0.20915	0.929347	4601	2	0.22068
Homer1	4	0.9476	0.94756	1.0	19206	0	0.042203	0.43841	0.50022	1.0	10008	1	0.042203
Btbd6	4	0.94761	0.94757	1.0	19207	0	0.10309	0.47142	0.5208	1.0	10401	1	0.10309
Nr1h3	4	0.94763	0.94758	1.0	19208	0	0.11393	0.45584	0.51095	1.0	10214	1	0.11393
Map7	4	0.94765	0.9476	1.0	19209	0	0.37226	0.025642	0.065097	0.808738	1607	3	0.37226
Npc1l1	4	0.94766	0.94761	1.0	19210	0	0.077739	0.86727	0.86688	1.0	16679	0	0.077739
Abcg5	4	0.94775	0.94771	1.0	19211	0	0.27522	0.11081	0.20062	0.92329	4429	2	0.27522
Atp2c2	4	0.94778	0.94773	1.0	19212	0	0.17328	0.30064	0.42237	1.0	8527	1	0.17328
Dbnl	4	0.9478	0.94776	1.0	19213	0	0.18743	0.15364	0.2534	0.963208	5404	2	0.18743
Mycl	4	0.94781	0.94777	1.0	19214	0	0.17373	0.22765	0.34392	0.99654	7106	2	0.17373
Piezo2	4	0.94787	0.94782	1.0	19215	0	0.18601	0.24561	0.36551	1.0	7513	2	0.18601
Olfr1351	4	0.94793	0.9479	1.0	19216	0	0.27189	0.062557	0.14017	0.873726	3217	2	0.27189
Ptpn22	4	0.94796	0.94792	1.0	19217	0	0.33123	0.03483	0.085013	0.844378	2019	3	0.33123
NO_SITE_4	1	0.94802	0.94822	1.0	19218	0	0.67437	0.051982	0.052033	0.778681	2780	1	0.67437
Ffar1	4	0.94806	0.94803	1.0	19219	0	0.22439	0.62546	0.63291	1.0	12494	1	0.22439
Cdc42ep2	4	0.94809	0.94805	1.0	19220	0	0.17484	0.62033	0.62864	1.0	12412	1	0.17484
Fgf15	4	0.94813	0.94809	1.0	19221	0	0.16396	0.78215	0.78188	1.0	15171	0	0.16396
Slc44a5	4	0.94814	0.9481	1.0	19222	0	0.27514	0.11794	0.20923	0.929347	4603	2	0.27514
Cdhr1	4	0.94822	0.94818	1.0	19223	0	0.44432	0.013064	0.036523	0.723524	1004	3	0.44432
P2rx6	4	0.94828	0.94825	1.0	19224	0	0.24631	0.22226	0.33739	0.993786	6988	1	0.24631
Olig1	4	0.94831	0.94828	1.0	19225	0	0.25881	0.18231	0.28864	0.977386	6093	2	0.25881
Akr1c19	4	0.94834	0.9483	1.0	19226	0	0.11457	0.80544	0.8052	1.0	15580	0	0.11457
Dpf1	4	0.94835	0.94831	1.0	19227	0	0.19013	0.21171	0.32461	0.992759	6741	2	0.19013
Odf3	4	0.94836	0.94832	1.0	19228	0	0.11673	0.80223	0.80195	1.0	15526	0	0.11673
A930018P22Rik	4	0.94838	0.94834	1.0	19229	0	0.35831	0.13992	0.23662	0.95642	5068	2	0.35831
NO_SITE_103	1	0.94841	0.94863	1.0	19230	0	0.47813	0.051593	0.051657	0.778681	2760	1	0.47813
Olfr1241	4	0.94843	0.94838	1.0	19231	0	0.32673	0.059545	0.13636	0.869904	3139	2	0.32673
Scgb1b30	4	0.94847	0.94842	1.0	19232	0	0.18987	0.10094	0.18833	0.914411	4188	2	0.18987
Fam189a2	4	0.94849	0.94843	1.0	19233	0	0.19787	0.19702	0.30665	0.987283	6414	1	0.19787
2510039O18Rik	4	0.94849	0.94843	1.0	19234	0	0.24715	0.15693	0.25744	0.966088	5468	2	0.24715
Ythdc2	4	0.9485	0.94844	1.0	19235	0	0.44533	0.031392	0.077587	0.829603	1867	3	0.44533
Ppp1cc	3	0.94852	0.94867	1.0	19236	0	0.18091	0.55694	0.5584	1.0	11510	1	0.18091
Gm15421	2	0.94853	0.94847	1.0	19237	0	0.39945	0.051474	0.091632	0.855808	2756	2	0.39945
Gdap2	4	0.94855	0.9485	1.0	19238	0	0.19786	0.39338	0.47344	1.0	9503	1	0.19786
Tns1	4	0.94858	0.94853	1.0	19239	0	0.18179	0.4933	0.53499	1.0	10693	1	0.18179
Ttll10	4	0.94859	0.94854	1.0	19240	0	0.18742	0.13099	0.22549	0.945149	4888	2	0.18742
NO_SITE_77	1	0.94861	0.94883	1.0	19241	0	0.52477	0.051391	0.051443	0.778681	2749	1	0.52477
Mesp2	4	0.94863	0.94858	1.0	19242	0	0.34817	0.027942	0.070106	0.819697	1703	2	0.34817
Entpd7	4	0.94865	0.9486	1.0	19243	0	0.30811	0.18243	0.28878	0.977459	6097	2	0.30811
Dusp4	4	0.94867	0.94862	1.0	19244	0	0.14742	0.65416	0.65718	1.0	12954	1	0.14742
Morn5	4	0.94869	0.94863	1.0	19245	0	0.17341	0.29478	0.41932	1.0	8473	1	0.17341
Zkscan3	4	0.9487	0.94865	1.0	19246	0	0.26944	0.064927	0.14319	0.879649	3270	2	0.26944
Obp2b	4	0.94882	0.94875	1.0	19247	0	0.44415	0.0078543	0.02435	0.69589	694	3	0.44415
Tom1l2	4	0.94888	0.9488	1.0	19248	0	0.11014	0.046067	0.10874	0.860287	2521	1	0.11014
Celf5	4	0.94888	0.94881	1.0	19249	0	0.12888	0.82846	0.82802	1.0	16008	0	0.12888
1700034E13Rik	4	0.94892	0.94885	1.0	19250	0	0.27766	0.082557	0.16545	0.899547	3725	2	0.27766
Slc7a4	4	0.94892	0.94885	1.0	19251	0	0.30002	0.22917	0.34578	0.997093	7139	2	0.30002
Olfr731	4	0.94898	0.94891	1.0	19252	0	0.33858	0.10586	0.19445	0.918859	4301	2	0.33858
Gdpgp1	4	0.94903	0.94895	1.0	19253	0	0.20598	0.64798	0.65184	1.0	12857	1	0.20598
Olfr482	4	0.94903	0.94895	1.0	19254	0	0.38899	0.030566	0.075755	0.827849	1827	3	0.38899
Unc5c	4	0.94905	0.94897	1.0	19255	0	0.08306	0.77629	0.77606	1.0	15065	0	0.08306
Prdm16	4	0.94906	0.94899	1.0	19256	0	0.50088	0.0080185	0.024719	0.700577	703	3	0.50088
Slc22a23	4	0.94909	0.94901	1.0	19257	0	0.21934	0.24755	0.36789	1.0	7560	2	0.21934
Galnt15	4	0.94909	0.94901	1.0	19258	0	0.67259	0.002623	0.0094256	0.604265	311	3	0.67259
1810009A15Rik	4	0.9492	0.94912	1.0	19259	0	0.16628	0.21381	0.32716	0.992759	6799	1	0.16628
Fermt3	4	0.94923	0.94916	1.0	19260	0	0.29124	0.047232	0.11114	0.864042	2570	2	0.29124
Tcf4	4	0.94928	0.94922	1.0	19261	0	0.26869	0.077271	0.1588	0.889652	3595	2	0.26869
Herc3	4	0.9493	0.94924	1.0	19262	0	0.24996	0.021074	0.054821	0.792919	1382	2	0.24996
Wwc1	4	0.94931	0.94925	1.0	19263	0	0.26351	0.11448	0.20507	0.926061	4512	2	0.26351
Elane	4	0.94933	0.94926	1.0	19264	0	0.20355	0.010093	0.029624	0.720548	810	2	0.20355
Ankrd44	4	0.94934	0.94927	1.0	19265	0	0.23342	0.11542	0.20617	0.927326	4538	2	0.23342
Aadacl3	4	0.94934	0.94928	1.0	19266	0	0.21655	0.76574	0.76559	1.0	14900	0	0.21655
Golm2	4	0.94941	0.94934	1.0	19267	0	0.084585	0.35036	0.44896	1.0	9046	1	0.084585
Edem3	4	0.94942	0.94935	1.0	19268	0	0.19119	0.16032	0.26159	0.967036	5549	1	0.19119
Crebbp	4	0.94943	0.94936	1.0	19269	0	0.1879	0.16118	0.26263	0.967036	5572	2	0.1879
Zfp866	4	0.94945	0.94938	1.0	19270	0	0.21005	0.20868	0.3209	0.991944	6678	1	0.21005
Sertad2	4	0.94947	0.9494	1.0	19271	0	0.15677	0.78268	0.78241	1.0	15184	0	0.15677
NO_SITE_629	1	0.94955	0.94978	1.0	19272	0	0.64698	0.050449	0.050503	0.778681	2713	1	0.64698
Olfr1419	4	0.94957	0.94949	1.0	19273	0	0.36044	0.014228	0.039206	0.736748	1064	3	0.36044
Vmn1r228	4	0.94964	0.94955	1.0	19274	0	0.20356	0.68614	0.68644	1.0	13492	1	0.20356
Zfp560	4	0.94968	0.94959	1.0	19275	0	0.19465	0.57086	0.58956	1.0	11688	1	0.19465
Stx16	4	0.94969	0.9496	1.0	19276	0	0.31874	0.085502	0.16906	0.901697	3797	2	0.31874
Zdhhc7	4	0.94971	0.94963	1.0	19277	0	0.25634	0.07401	0.15472	0.888437	3502	2	0.25634
Capn15	4	0.94973	0.94964	1.0	19278	0	0.13695	0.44303	0.50303	1.0	10062	1	0.13695
C9orf72	4	0.94975	0.94966	1.0	19279	0	0.086392	0.20606	0.3177	0.991677	6619	1	0.086392
Rasgrp2	4	0.94977	0.94968	1.0	19280	0	0.17342	0.16543	0.26786	0.968626	5684	1	0.17342
Aph1b	4	0.94982	0.94974	1.0	19281	0	0.2004	0.45415	0.50986	1.0	10196	1	0.2004
Faap20	4	0.94987	0.94979	1.0	19282	0	0.079859	0.36042	0.45461	1.0	9160	1	0.079859
Cpeb3	4	0.94991	0.94983	1.0	19283	0	0.15735	0.11786	0.20914	0.929347	4600	1	0.15735
Ky	4	0.94997	0.94989	1.0	19284	0	0.084781	0.39562	0.47478	1.0	9537	1	0.084781
Zfp30	4	0.94997	0.9499	1.0	19285	0	0.23302	0.39227	0.47282	1.0	9489	1	0.23302
Phc3	4	0.95	0.94992	1.0	19286	0	0.36165	0.036235	0.088023	0.852764	2065	2	0.36165
Septin7	4	0.95003	0.94995	1.0	19287	0	0.154	0.62249	0.63045	1.0	12442	1	0.154
Gnptg	4	0.95005	0.94998	1.0	19288	0	0.1877	0.077177	0.15869	0.889652	3591	1	0.1877
Prss34	4	0.95008	0.95001	1.0	19289	0	0.3514	0.02839	0.071089	0.82398	1714	2	0.3514
Gm9748	1	0.95018	0.9504	1.0	19290	0	0.66082	0.04982	0.049916	0.778681	2684	1	0.66082
